"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie  Mellon University (CMU) - INI","Computer Science Information Security, Masters (F16)","Accepted via E-mail on 8 Mar 2016 ","I","15 Mar 2016","5 years of work-ex in security. 1.5 years of research experience. 1 US patent filed. CS undergrad."
"Carnegie Mellon  University (CMU)","(Computer Science, Masters (F16)","Other via E-mail on 15 Mar 2016 ","I","15 Mar 2016","If you've been admitted to MSIN at CMU INI , and are going for a better school / program , please reject your offer at CMU. It'll help people who are waitlisted :)"
"Carnegie Mellon  University (CMU)","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 162/170/4.00GRE Subject: n/a","I","13 Mar 2016","Generic rejection email."
"Carnegie  Mellon University (CMU)","Computer Science (MSE), Masters (F16)","Accepted via E-mail on 10 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 153/168/3.00GRE Subject: n/a","I","10 Mar 2016","undergrad from DCE. Part of a successful startup."
"Carnegie  Mellon University (CMU)","Computer Science, Masters (F16)","Accepted via E-mail on 2 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 161/170/4.00GRE Subject: n/a","I","9 Mar 2016","1 Research internship + 1 international internship + 1 industrial internship"
"Carnegie  Mellon University (CMU)","Computer Science MSIS, Masters (F16)","Accepted via E-mail on 7 Mar 2016 ","I","7 Mar 2016","B. Tech. from top CS college in India. GSOC/Google Intern.
No papers. Research Experience as Research Assistant."
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: 3.83GRE General (V/Q/W): 154/170/3.50GRE Subject: n/a","I","7 Mar 2016",""
"Carnegie  Mellon University (CMU)","Computer Science, Masters (F16)","Rejected via E-mail on 3 Mar 2016 ","I","7 Mar 2016","MSCV"
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 ","I","7 Mar 2016","MSCS"
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 Undergrad GPA: 3.30GRE General (V/Q/W): 155/167/4.00GRE Subject: n/a","I","7 Mar 2016","Generic email. :/"
"Carnegie  Mellon University (CMU)","(Computer Science - MSIN, Masters (F16)","Accepted via E-mail on 6 Mar 2016 ","O","6 Mar 2016","Dream admit! MSIN program by CMU- INI :D"
"Carnegie Mellon University","Computer Science, MS CS, Masters (F16)","Rejected via E-mail on 2 Mar 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 161/165/3.50GRE Subject: n/a","I","3 Mar 2016","Generic Email! :("
"Carnegie Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 26 Feb 2016 Undergrad GPA: 3.35GRE General (V/Q/W): 158/164/5.50GRE Subject: n/a","A","2 Mar 2016","Also attended Master's and had a 4.0. 2 journal pubs."
"Carnegie Mellon  University (CMU)","(Computer Science), Masters (F16)","Rejected via E-mail on 2 Mar 2016 ","I","2 Mar 2016","So sad !! I had applied for LTI (PhD), MSML and MSCS (in this order of preference). Got accepted by LTI and rejected by other two. Is it because I was accepted at my first preference ? I had no clue CMU would do this. Any help would be appreciated. Thanks!"
"Carnegie Mellon University","Computer Science, Masters (F16)","Accepted via E-mail on 1 Mar 2016 Undergrad GPA: 3.76GRE General (V/Q/W): 168/166/4.00GRE Subject: n/a","U","2 Mar 2016","Rejected by Machine Learning program but admitted to MSCS. I didn't see this coming since massive admission was sent out last week, but anyways. Good luck to those still waiting on the results."
"CMU (Carnegie Mellon)","Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 ","I","2 Mar 2016","Generic response: I regret to inform you that we are unable to admit you to the Master of Science Program in Computer Science at Carnegie Mellon University. We received over 1700 applications this year.  Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications.  We wish you the best in your future endeavors."
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 160/164/4.00GRE Subject: n/a","I","2 Mar 2016","Expected :("
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 Undergrad GPA: 3.80GRE General (V/Q/W): 166/168/4.00GRE Subject: n/a","I","2 Mar 2016","MSCS, expected"
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 ","I","2 Mar 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 ","I","2 Mar 2016",""
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 Undergrad GPA: 3.50GRE General (V/Q/W): 154/164/4.50GRE Subject: n/a","I","2 Mar 2016","Expected. hoping to get into one of my other ambi programs"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Rejected via E-mail on 2 Mar 2016 ","I","2 Mar 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 155/170/4.00GRE Subject: n/a","I","2 Mar 2016","Hope for better results..."
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","I","1 Mar 2016",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","U","1 Mar 2016",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F15)","Rejected via E-mail on 1 Mar 2016 ","I","1 Mar 2016","I regret to inform you that we are unable to admit you to the Master of Science Program in Computer Science at Carnegie Mellon University. We received over 1700 applications this year."
"Carnegie  Mellon University (CMU)","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 168/170/4.50GRE Subject: n/a","I","1 Mar 2016","Oh, well"
"Carnegie Mellon","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 166/170/4.50GRE Subject: n/a","I","1 Mar 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: 3.30GRE General (V/Q/W): 166/166/5.00GRE Subject: n/a","A","1 Mar 2016","The light has gone out of my life."
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","I","1 Mar 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","U","1 Mar 2016",""
"Carnegie Mellon","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","U","1 Mar 2016",""
"Carnegie Mellon","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","I","1 Mar 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","I","1 Mar 2016","Expected result :/ Still waiting for other schools. Email said they received over 1700 applications this year."
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 168/168/4.50GRE Subject: n/a","A","1 Mar 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 1 Mar 2016 ","A","1 Mar 2016","SIGH... Over 1700 applicants this year T_T"
"Carnegie Mellon","Computer Science, Masters (F15)","Rejected via E-mail on 26 Feb 2016 Undergrad GPA: 3.82GRE General (V/Q/W): 156/167/4.00GRE Subject: n/a","A","1 Mar 2016","I regret to inform you that we are unable to admit you to the Masters Program in Machine Learning at Carnegie Mellon. We received over 800 applications this year, and our graduate program can support only a limited number of new students. So, unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications."
"Carnegie  Mellon University (CMU)","(Computer Science - Machine Learning), Masters (F16)","Rejected via E-mail on 26 Feb 2016 ","I","27 Feb 2016",""
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon","Computer Science Machine Learning, Masters (F16)","Rejected via E-mail on 27 Feb 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 149/168/3.00GRE Subject: n/a","I","27 Feb 2016","2nd rejection..."
"Carnegie Mellon University","Computer Science (Machine Learning), Masters (F16)","Rejected via E-mail on 27 Feb 2016 Undergrad GPA: 8.89GRE General (V/Q/W): 149/170/4.00GRE Subject: n/a","I","27 Feb 2016",""
"Carnegie  Mellon University (CMU)","(Computer Science - Data Science, Masters (F16)","Rejected via E-mail on 27 Feb 2016 Undergrad GPA: 4.00GRE General (V/Q/W): 160/167/5.00GRE Subject: n/a","U","27 Feb 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Other via Other on 26 Feb 2016 ","I","27 Feb 2016","For the people who received nothing yesterday: Have anyone heard anything today? I didn't."
"Carnegie Mellon University","Computer Science Machine Learning (ML), Masters (F16)","Rejected via E-mail on 26 Feb 2016 ","I","26 Feb 2016",""
"Carnegie Mellon University (CMU)","Computer Science Machine Learning (ML), Masters (F16)","Rejected via E-mail on 26 Feb 2016 ","I","26 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science (Machine Learning), Masters (F16)","Rejected via E-mail on 26 Feb 2016 Undergrad GPA: 8.74GRE General (V/Q/W): 170/170/4.00GRE Subject: n/a","I","26 Feb 2016","Meh, didn't really expect to get in after being rejected from LTI"
"Carnegie  Mellon University (CMU)","Computer Science (Machine Learning), Masters (F16)","Rejected via E-mail on 26 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 168/170/4.50GRE Subject: n/a","I","26 Feb 2016",":("
"Carnegie Mellon University (CMU)","Computer Science (Machine Learning), PhD (F16)","Rejected via E-mail on 26 Feb 2016 ","A","26 Feb 2016","Took em long enough."
"Carnegie  Mellon University (CMU)","Computer Science (Machine Learning), Masters (F16)","Rejected via E-mail on 26 Feb 2016 ","I","26 Feb 2016",""
"Carnegie Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 Undergrad GPA: 3.93GRE General (V/Q/W): 162/170/5.00GRE Subject: n/a","U","26 Feb 2016","BS in Mechanical, 2 years of research in CS, 3 publications in different fields .. Good luck to everyone still waiting!"
"Carnegie Mellon University","Computer Science, Masters (F16)","Accepted via E-mail on 26 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 167/170/4.50GRE Subject: n/a","I","26 Feb 2016",""
"Carnegie Mellon University CMU","Computer Science, Software Engineering, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","O","26 Feb 2016","Institute of software research"
"Carnegie Mellon (CMU)","Computer Science RI, Masters (F16)","Wait listed via E-mail on 13 Feb 2016 ","","26 Feb 2016","RI Academic Coordinator told me that there're 15 people on the list, and last year they admitted one guy in April. Good luck to those also on the WL."
"Carnegie Mellon University","Computer Science, Masters (F16)","Accepted via E-mail on 26 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 161/167/4.00GRE Subject: n/a","I","26 Feb 2016","MSCS"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Accepted via E-mail on 26 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 157/170/4.00GRE Subject: n/a","I","26 Feb 2016","MSCS"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Rejected via E-mail on 26 Feb 2016 ","U","26 Feb 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Other via E-mail on 26 Feb 2016 ","O","26 Feb 2016","I think all CMU MSCS results are out today..."
"Carnegie Mellon","Computer Science, Masters (F16)","Accepted via E-mail on 26 Feb 2016 ","A","26 Feb 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 Undergrad GPA: 3.59GRE General (V/Q/W): 166/167/5.00GRE Subject: n/a","I","25 Feb 2016","From a top engineering school in France. Very happy ! Wondering if anyone else got emails today."
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Other via E-mail on 25 Feb 2016 ","O","25 Feb 2016","to the below posters who got CMU MSCS offers, did you applied directly to MS or you applied to PhD?"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 168/168/5.00GRE Subject: n/a","I","25 Feb 2016","Two 2-month corporate internships, some slight research experience, no publications, 6 months of work experience in MNC."
"Carnegie Mellon University","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 Undergrad GPA: 3.99GRE General (V/Q/W): 169/170/5.00GRE Subject: n/a","U","25 Feb 2016",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 ","U","25 Feb 2016","Rejected from their PhD program, but accepted to their Masters :("
"Carnegie Mellon","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 ","U","25 Feb 2016",""
"Carnegie Mellon University","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 Undergrad GPA: 3.97GRE General (V/Q/W): 165/167/5.50GRE Subject: n/a","A","25 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science (robotics), PhD (F16)","Rejected via E-mail on 25 Feb 2016 ","","25 Feb 2016","Computer vision"
"Carnegie  Mellon University (CMU)","Computer Science (CS) Robotics, Masters (F16)","Rejected via E-mail on 25 Feb 2016 ","I","25 Feb 2016","I regret to inform you that we are unable to admit you to the M.S. in Robotics program at Carnegie Mellon University. We received over 550 applications to the Robotics Institute Masters program this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications. 
We wish you the best in your future endeavors."
"Carnegie Mellon University","Computer Science, Masters (F16)","Rejected via E-mail on 25 Feb 2016 Undergrad GPA: 3.50GRE General (V/Q/W): 160/170/4.00GRE Subject: n/a","I","25 Feb 2016","2nd decision... 2nd reject... :("
"Carnegie Mellon University (CMU)","Computer Science (Robotics Institute), Masters (F16)","Rejected via E-mail on 25 Feb 2016 Undergrad GPA: 3.73GRE General (V/Q/W): 148/168/3.00GRE Subject: n/a","I","25 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), Masters (F16)","Rejected via E-mail on 25 Feb 2016 Undergrad GPA: 3.87GRE General (V/Q/W): 159/168/3.50GRE Subject: n/a","I","25 Feb 2016",""
"Carnegie Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 25 Feb 2016 ","I","25 Feb 2016","Got an interview. But still rejected lol. God damn sad."
"Carnegie  Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","I","25 Feb 2016","As mentioned before, standard rejection mail."
"Carnegie Mellon (CMU)","(Computer Science, PhD (F16)","Rejected via E-mail on 25 Feb 2016 ","I","25 Feb 2016","No prior interview. Standard rejection"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","U","24 Feb 2016","Generic rejection email."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","A","24 Feb 2016",""
"Carnegie Mellon","Computer Science, PhD (F16)","Other via Other on 24 Feb 2016 ","A","24 Feb 2016","My post is the one below... I applied under Theory. I said I was interested in Algorithms and Complexity and had some experience with Machine Learning"
"Carnegie Mellon","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","A","24 Feb 2016","I wasn't sure whether I actually applied (anyone who filled out their app should know what I mean)... Turns out I did."
"Carnegie Mellon SCS","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 Undergrad GPA: 3.85GRE General (V/Q/W): 168/170/5.00GRE Subject: n/a","A","24 Feb 2016",""
"Carnegie Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","I","24 Feb 2016",""
"Carnegie Mellon University","Computer Science, PhD (F16)","Other via E-mail on 24 Feb 2016 ","A","24 Feb 2016","Poster above:
It was from the CS program. I also applied to the ML PhD program. My email said: ""If you have applied to more than one program within the School of Computer Science, you will hear from each program individually."""
"Carnegie Mellon University","Computer Science, PhD (F16)","Other via Other on 24 Feb 2016 ","O","24 Feb 2016","Posters below: was the application for a specific subfield (ML, compbio, etc.) or just the PhD in CS?"
"Carnegie Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","A","24 Feb 2016",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","I","24 Feb 2016",""
"Carnegie Mellon University","Computer Science, PhD (F16)","Rejected via E-mail on 24 Feb 2016 ","A","24 Feb 2016",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F16)","Other via Other on 18 Feb 2016 ","O","18 Feb 2016","To the CMU MS CS guys who received decision: was it just the mail stating decision or link to portal? It still shows offline so wondering."
"Carnegie Mellon University","Computer Science, Masters (F16)","Wait listed via E-mail on 17 Feb 2016 ","I","18 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science, Language Technologies Institute (LTI), Masters (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: 3.78GRE General (V/Q/W): 162/164/3.50GRE Subject: n/a","I","17 Feb 2016","From a french top engineering school. Pretty cool"
"Carnegie Mellon University","Computer Science (MIIS), Masters (F16)","Rejected via E-mail on 12 Feb 2016 ","I","16 Feb 2016",""
"Carnegie Mellon (CMU) LTI","Computer Science MIIS, Masters (F16)","Accepted via E-mail on 12 Feb 2016 Undergrad GPA: 3.74GRE General (V/Q/W): 167/168/4.00GRE Subject: n/a","I","14 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science HCII, PhD (F16)","Accepted via E-mail on 13 Feb 2016 ","U","14 Feb 2016",""
"Carnegie Mellon University","(Computer Science) MLT, LTI, Masters (F16)","Rejected via E-mail on 5 Feb 2016 ","I","13 Feb 2016","Expected a Reject :)"
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Rejected via E-mail on 7 Feb 2016 Undergrad GPA: 3.63GRE General (V/Q/W): 152/170/3.00GRE Subject: n/a","I","13 Feb 2016","LTI"
"Carnegie Mellon  University (CMU)","Computer Science Robotics Institute, Masters (F16)","Wait listed via E-mail on 13 Feb 2016 ","I","13 Feb 2016","Will be informed of final decision by April 5."
"Carnegie  Mellon University (CMU)","(Computer Science) MIIS, Masters (F16)","Rejected via E-mail on 11 Feb 2016 Undergrad GPA: 3.22GRE General (V/Q/W): 164/168/3.50GRE Subject: n/a","I","12 Feb 2016","Not surprised."
"Carnegie  Mellon University (CMU)","(Computer Science - Ebiz), Masters (F16)","Accepted via E-mail on 6 Feb 2016 Undergrad GPA: 3.22GRE General (V/Q/W): 164/168/3.50GRE Subject: n/a","I","12 Feb 2016","My first AD that made me have a happy and calm Chinese new year."
"Carnegie Mellon (CMU) LTI","(Computer Science) MIIS, Masters (F16)","Accepted via E-mail on 11 Feb 2016 ","I","12 Feb 2016",""
"Carnegie Mellon (CMU) LTI","Computer Science MIIS, Masters (F16)","Accepted via E-mail on 11 Feb 2016 Undergrad GPA: 3.68GRE General (V/Q/W): 152/164/0.00GRE Subject: n/a","I","11 Feb 2016","9.3 CGPA, BE computer science from top India college, work ex in a data science startup"
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), Masters (F16)","Accepted via E-mail on 11 Feb 2016 ","I","11 Feb 2016","Good luck for those who are still waiting for the result !"
"Carnegie  Mellon University (CMU)","Computer Science, Masters (F16)","Other via Website on 2 Nov 2016 ","I","10 Feb 2016","To the poster below, is the Masters degree in Robotics or MSCV, please anyone MSCV got any results"
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), Masters (F16)","Accepted via E-mail on 10 Feb 2016 Undergrad GPA: 3.36GRE General (V/Q/W): 164/168/4.00GRE Subject: n/a","U","10 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), Masters (F16)","Accepted via E-mail on 10 Feb 2016 Undergrad GPA: 3.36GRE General (V/Q/W): 164/168/4.00GRE Subject: n/a","U","10 Feb 2016",""
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science (Robotics Institute), Masters (F16)","Accepted via E-mail on 10 Feb 2016 ","I","10 Feb 2016",""
"Carnegie Mellon (CMU) LTI","Computer Science Language Technologies Institute, PhD (F16)","Accepted via E-mail on 9 Feb 2016 ","U","10 Feb 2016","Dream Admit!"
"Carnegie  Mellon University (CMU)","Computer Science MIIS, Masters (F16)","Rejected via E-mail on 10 Feb 2016 Undergrad GPA: 3.70GRE General (V/Q/W): 153/167/3.50GRE Subject: n/a","I","10 Feb 2016","Thought it was kinda safe!
from an iit, no papers, several projects and 3 internships, strong sop and lors
no idea why i was rejected"
"Carnegie  Mellon University (CMU)","Computer Science MIIS, Masters (F16)","Rejected via E-mail on 10 Feb 2016 Undergrad GPA: 3.80GRE General (V/Q/W): 156/170/3.50GRE Subject: n/a","I","10 Feb 2016","1st Rejected. Dream program. Very sad. Haven't heard of any people got accepted."
"Carnegie  Mellon University (CMU)","Computer Science MIIS, Masters (F16)","Rejected via E-mail on 10 Feb 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 155/169/4.50GRE Subject: n/a","I","10 Feb 2016","Dream program. Very sad. Generic Reject."
"Carnegie Mellon (CMU) LTI","Computer Science MIIS, Masters (F16)","Rejected via E-mail on 10 Feb 2016 ","I","10 Feb 2016",""
"Carnegie Mellon (CMU) LTI","Computer Science MIIS, Masters (F16)","Rejected via E-mail on 10 Feb 2016 ","I","10 Feb 2016","General reject mail."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 9 Feb 2016 Undergrad GPA: 3.00GRE General (V/Q/W): 162/150/3.00GRE Subject: n/a","U","9 Feb 2016","Unofficial offer from POI. Official offer will come into 2 weeks. Master GPA:3.5, T:91, 4 first-author pub(3j,1c), 6 years research, 1 year working, FAA-141 pilot. Committee thought my GPA was too low. But successfully got serval professors' nomination. Screw you MIT!"
"Carnegie  Mellon University (CMU)","(Computer Science) MLT, LTI, Masters (F16)","Rejected via E-mail on 5 Feb 2016 ","I","9 Feb 2016",""
"Carnegie  Mellon University (CMU)","(Computer Science) MLT, LTI, Masters (F16)","Accepted via E-mail on 8 Feb 2016 Undergrad GPA: 3.91GRE General (V/Q/W): 155/170/4.50GRE Subject: n/a","A","8 Feb 2016","Like KG said, ""anything is possible""."
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Accepted via E-mail on 1 Feb 2016 ","I","7 Feb 2016","CMU LTI ... I applied for PhD, they accepted me for masters with no financial aid :("
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: 3.80GRE General (V/Q/W): 166/170/5.00GRE Subject: n/a","I","7 Feb 2016",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 4 Feb 2016 ","U","6 Feb 2016","Interview notification for Societal Computing"
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), PhD (F16)","Accepted via Phone on 4 Feb 2016 ","A","6 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science - MSIT  EBusiness Technology, Masters (F16)","Rejected via E-mail on 5 Feb 2016 Undergrad GPA: 3.70GRE General (V/Q/W): 152/170/3.50GRE Subject: n/a","I","6 Feb 2016","TOEFL speaking 26"
"Carnegie  Mellon University (CMU) Ebiz","(Computer Science - Ebiz), Masters (F16)","Accepted via E-mail on 5 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 155/170/3.50GRE Subject: n/a","I","5 Feb 2016","1st admission."
"Carnegie Mellon (CMU) LTI","(Computer Science) MLT, LTI, PhD (F16)","Rejected via E-mail on 4 Feb 2016 Undergrad GPA: 3.27GRE General (V/Q/W): 152/170/3.50GRE Subject: n/a","I","5 Feb 2016","Any one who got admission decision for joint PhD program in ML and Stats, CMU."
"Carnegie  Mellon University (CMU)","(Computer Science) MLT, LTI, Masters (F16)","Rejected via E-mail on 5 Feb 2016 ","I","5 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), PhD (F16)","Accepted via Phone on 5 Feb 2016 Undergrad GPA: 3.93GRE General (V/Q/W): 149/167/3.50GRE Subject: n/a","I","5 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science Language Technologies Institute, PhD (F16)","Rejected via E-mail on 5 Feb 2016 ","I","5 Feb 2016","disappointed..."
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F16)","Accepted via Phone on 4 Feb 2016 ","U","4 Feb 2016","Robotics Institute (also accepted into Machine Learning department several ago)"
"Carnegie Mellon  University (CMU)","Computer Science, Language Technologies Institute (LTI), Masters (F16)","Rejected via E-mail on 4 Feb 2016 Undergrad GPA: 3.98GRE General (V/Q/W): 161/170/4.50GRE Subject: n/a","I","4 Feb 2016","Didn't know MLT was this competitive. Above average SOP, CV. Decent GRE, LORs (I hope). High TOEFL. Average research (this may be the reason). They didn't even bother seeing my video essay (so don't waste time on it future applicants)."
"Carnegie Mellon (CMU) LTI","Computer Science, Language Technology Institute, Masters (F16)","Rejected via E-mail on 4 Feb 2016 ","I","4 Feb 2016",""
"Carnegie Mellon (CMU) LTI","(Computer Science), PhD (F16)","Rejected via E-mail on 4 Feb 2016 Undergrad GPA: 8.74GRE General (V/Q/W): 170/170/4.00GRE Subject: n/a","I","4 Feb 2016","To the CMU LTI post below: same, buddy."
"Carnegie Mellon (CMU) LTI","Computer Science, PhD (F16)","Rejected via E-mail on 4 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 163/167/3.00GRE Subject: n/a","I","4 Feb 2016","No! Was expecting an MS admit. It can not be."
"Carnegie  Mellon University (CMU)","Robotics Institute (Computer Science), PhD (F16)","Accepted via Phone on 4 Feb 2016 Undergrad GPA: 3.98GRE General (V/Q/W): 168/163/4.00GRE Subject: n/a","A","4 Feb 2016","Don't knock the HUSTLE."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","I","4 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science(MSBIC), Other (F16)","Accepted via E-mail on 1 Feb 2016 Undergrad GPA: 8.40GRE General (V/Q/W): 163/170/5.00GRE Subject: n/a","I","4 Feb 2016","2 Journals + 1 conference pubs, 4 Internships. Will wait for a few more decisions from ambi univs"
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F16)","Accepted via E-mail on 4 Feb 2016 ","A","4 Feb 2016","RI"
"Carnegie Mellon  University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 4 Feb 2016 ","I","4 Feb 2016","Robotics institute. Funding details will be sent later."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 4 Feb 2016 Undergrad GPA: 3.80GRE General (V/Q/W): 162/170/4.00GRE Subject: n/a","I","4 Feb 2016","RI/CV"
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 4 Feb 2016 ","A","4 Feb 2016","Robotics Institute"
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Other via E-mail on 4 Feb 2016 ","I","4 Feb 2016","So many Masters LTI Admits. Is CMU doing the same thing it did last year (accepts followed by rejects)? Can anyone clarify this?"
"Carnegie Mellon (CMU) LTI","Computer Science (Language Technologies Institute), Masters (F16)","Accepted via E-mail on 4 Feb 2016 ","I","4 Feb 2016",""
"Carnegie Mellon (CMU) LTI","Computer Science,LTI,MLT, Masters (F16), Masters (F16)","Accepted via E-mail on 4 Feb 2016 Undergrad GPA: 3.78GRE General (V/Q/W): 167/167/3.50GRE Subject: n/a","I","4 Feb 2016",""
