"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F17)","Accepted via E-mail on 25 Jan 2017 Undergrad GPA: 3.82GRE General (V/Q/W): 150/170/3.50GRE Subject: n/a","I","25 Jan 2017","Without interview, so happy"
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F17)","Accepted via E-mail on 23 Jan 2017 Undergrad GPA: 3.80GRE General (V/Q/W): 90/50/5.00GRE Subject: n/a","A","23 Jan 2017","Interview last week, first official admit of the season. 2 down, 12 to go! Good luck everyone (scores/GPA rounded down)"
"University Of Illinois At Urbana-Champaign UIUC","(Computer Science, PhD (F17)","Accepted via E-mail on 14 Jan 2017 ","I","14 Jan 2017","To the poster below: did you have an interview?"
"University Of Illinois At Urbana-Champaign UIUC","Computer Science, PhD (F17)","Accepted via E-mail on 13 Jan 2017 ","I","14 Jan 2017","Mail from dept and POI."
"Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F17)","Interview via E-mail on 14 Jan 2017 Undergrad GPA: 3.60GRE General (V/Q/W): 155/170/4.00GRE Subject: n/a","I","14 Jan 2017","A professor not in the POI said he wants to chat"
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, PhD (F17)","Accepted via E-mail on 13 Jan 2017 ","I","13 Jan 2017",""
"University Of Illnois Urbana-Champaign (UIUC)","Computer Science, PhD (F17)","Accepted via E-mail on 9 Jan 2017 ","U","9 Jan 2017","It comes so fast! Not prepared to get one yet!"
"UIUC","Computer Science, PhD (F17)","Interview via E-mail on 6 Jan 2017 Undergrad GPA: 3.00GRE General (V/Q/W): 151/170/3.50GRE Subject: n/a","I","7 Jan 2017",""
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science - MCS), Masters (S17)","Accepted via E-mail on 17 Nov 2016 ","A","19 Nov 2016","Good GPA, Good Recs, didn't expect to get in though. Very excited"
"Illinois At Urbana Champaign (UIUC)","Master Of Computer Science (MCS), Masters (S17)","Accepted via E-mail on 19 Nov 2016 ","","19 Nov 2016","I was conditionally accepted because my application showed ""great promise"" (I am a EE undergrad from top engineering but only had 1 intro to CSs class) . I was invited to take 2 CS classes as an unofficial student and will be fully admitted if I get at least A- on both classes before Fall 2017. In all honesty this was a very nice move of the committee.

Was also accepted to OMSCS Georgia tech... So probably going to take my classes there and potentially join UIUC in 1 year (units transfer anyways)

Time to go for MIT LGO!!"
"Illinois At Urbana-Champaign (UIUC)","(Computer Science - MCS), Masters (S17)","Rejected via E-mail on 17 Nov 2016 ","I","17 Nov 2016",""
"The University Of Illinois At Urbana-Champaign UIUC","Computer Science  MCS, Masters (F16)","Other via E-mail on 1 Apr 2016 ","I","5 May 2016","I have got a mail from UIUC asking if they can consider my profile for MS  in Information Management. Is there anyone else who got the same mail or has any information about the course?"
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, Masters (F16)","Other via Other on 2 Apr 2016 ","I","2 Apr 2016","UIUC MCS reject. Expected though. Did anyone got mail from them asking if they can consider my application for MS in Information management ? Is it worth pursuing this course from UIUC ? Thanks in advance."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, Masters (F16)","Rejected via E-mail on 30 Mar 2016 Undergrad GPA: 3.00GRE General (V/Q/W): 154/167/4.00GRE Subject: n/a","I","30 Mar 2016","ISM Dhanbad, 3 projects, 1.5 yrs work ex samsung,"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Other via E-mail on 29 Mar 2016 ","I","29 Mar 2016","Did anyone here got fellowship offers from UIUC?"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Accepted via E-mail on 20 Feb 2016 ","O","26 Mar 2016",""
"Illinois At Urbana-Champaign (UIUC)s","Computer Science, Masters (F16)","Rejected via E-mail on 22 Mar 2016 Undergrad GPA: 3.84GRE General (V/Q/W): 166/168/4.00GRE Subject: n/a","I","22 Mar 2016","MCS degree"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 7 Mar 2016 ","U","18 Mar 2016",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, MCS, Masters (F16)","Accepted via E-mail on 16 Mar 2016 Undergrad GPA: 3.51GRE General (V/Q/W): 161/161/4.00GRE Subject: n/a","A","16 Mar 2016","MCS...UIUC non-CS undergrad, had a few years gap, took a dozen CS prereqs over 2 years at a smaller univ and some research, glad to be going back!!!"
"Illinois At Urbana Champaign (UIUC)","Computer Science (MCS), Masters (F16)","Accepted via E-mail on 16 Mar 2016 ","A","16 Mar 2016","Online"
"Illinois Urbana Champain UIUC","Computer Science, Masters (F16)","Accepted via E-mail on 16 Mar 2016 Undergrad GPA: 3.96GRE General (V/Q/W): 166/170/4.50GRE Subject: n/a","A","16 Mar 2016",""
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 167/170/4.00GRE Subject: n/a","I","16 Mar 2016","see below."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 16 Mar 2016 ","U","16 Mar 2016","Harvard Graduate - 2 Masters in CS with 3.9 GPA - Extensive research experience and outstanding LOR. In shock."
"Illinois At Urbana Champaign (UIUC)","Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: 3.14GRE General (V/Q/W): 151/168/4.50GRE Subject: n/a","A","14 Mar 2016","Good luck to others!"
"Illinois At Urbana Champaign (UIUC)","Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 153/168/4.00GRE Subject: n/a","I","14 Mar 2016","Gpa-9.83. NO Papers.No work ex. Good projects"
"Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F16)","Rejected via E-mail on 13 Mar 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 154/168/3.00GRE Subject: n/a","I","13 Mar 2016","Feel a little sad."
"Illinois At Urbana Champaign (UIUC)","Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.61GRE General (V/Q/W): 156/168/3.00GRE Subject: n/a","I","13 Mar 2016",""
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","U","12 Mar 2016","Top 20 US undergrad with 3.72 GPA, Had UIUC Research Park offer letter as R.A, 1.5 research experience. Shocked"
"The University Of Illinois At Urbana-Champaign (UIUC)","Computer Science (Professional Master, MCS), Masters (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: 3.45GRE General (V/Q/W): 150/162/3.50GRE Subject: n/a","I","12 Mar 2016","Was having high hopes of getting. Oh well.."
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 9.10GRE General (V/Q/W): 162/165/4.00GRE Subject: n/a","I","12 Mar 2016",""
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016",""
"The University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.82GRE General (V/Q/W): 159/170/4.50GRE Subject: n/a","I","12 Mar 2016",""
"The University Of Illinois At Urbana-Champaign (UIUC)","Computer Science (Professional Master, MCS), Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.50GRE General (V/Q/W): 155/159/3.50GRE Subject: n/a","I","12 Mar 2016","Sigh"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","","12 Mar 2016",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016","Disappointed"
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: 3.30GRE General (V/Q/W): 151/162/3.50GRE Subject: n/a","I","12 Mar 2016","Expected reject. :("
"Illinois Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016","Sad but it's OK."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: 3.20GRE General (V/Q/W): 170/147/3.00GRE Subject: n/a","U","12 Mar 2016","Sad..."
"UIUC","Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.12GRE General (V/Q/W): 154/160/4.50GRE Subject: n/a","I","12 Mar 2016","generic email. 0a/0w/3r(11). I'm freaking out right now! Congratulations to all those who made it!"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016","Generic rejection mail."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 2.95GRE General (V/Q/W): 152/165/4.00GRE Subject: n/a","I","12 Mar 2016","Applied for bioinformatics specialization"
"University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science), PhD (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.00GRE General (V/Q/W): 154/167/3.50GRE Subject: n/a","I","12 Mar 2016","Had a professor from the department mail another professor to consider my application"
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 ","I","12 Mar 2016","Still waiting for my first accept...."
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science), Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","U","12 Mar 2016","Undergrad from Rutgers, was a little ambitious I guess."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 160/170/4.00GRE Subject: n/a","I","12 Mar 2016","GPA: 8.08/10 from top 10 college from India. 3.75 years of workex at US-based company. No research papers, strong letters. Generic rejection email."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.50GRE General (V/Q/W): 154/165/4.50GRE Subject: n/a","I","12 Mar 2016","MCS... expected.."
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.53GRE General (V/Q/W): 158/168/4.00GRE Subject: n/a","I","12 Mar 2016","The only thing I'm curious to know is who the hell got in? :P"
"Illinois At Urbana Champaign (UIUC)","Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016",""
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.72GRE General (V/Q/W): 153/166/4.50GRE Subject: n/a","I","12 Mar 2016","A general rejection letter."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","O","12 Mar 2016","generic email."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016",""
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 12 Mar 2016 ","A","12 Mar 2016","generic rejection email."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 4.00GRE General (V/Q/W): 152/160/3.50GRE Subject: n/a","I","12 Mar 2016","1 Year RA in Research Lab and Good recos"
"The University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016","A generic rejection email...."
"Illinois At Urbana-Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 155/170/4.00GRE Subject: n/a","I","12 Mar 2016",""
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science), PhD (F16)","Rejected via E-mail on 12 Mar 2016 ","I","12 Mar 2016",""
"Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F16)","Rejected via E-mail on 12 Mar 2016 Undergrad GPA: 3.68GRE General (V/Q/W): 155/168/3.00GRE Subject: n/a","I","12 Mar 2016",""
"UIUC (University Of Illinois Urbana-Champaign)","Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 169/168/5.00GRE Subject: n/a","I","12 Mar 2016",""
"University Of Illinois - Urbana Champaign (UIUC)","Computer Science, PhD (F16)","Rejected via E-mail on 11 Mar 2016 ","U","11 Mar 2016","3 years+ undergraduate research. 1 published paper."
"Illinois Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 ","I","11 Mar 2016",""
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 ","I","11 Mar 2016",""
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science), Masters (F16)","Rejected via E-mail on 11 Mar 2016 ","O","11 Mar 2016","Got motivated because people with worse profile than me got accepted. Best of luck people!"
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science, Masters (F16)","Rejected via E-mail on 11 Mar 2016 ","I","11 Mar 2016",""
"University Of Illinois - Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Rejected via E-mail on 11 Mar 2016 Undergrad GPA: n/aGRE General (V/Q/W): 152/167/4.00GRE Subject: n/a","I","11 Mar 2016","9.74/10.00 gpa, 2.5 years of undergrad research experience, 2 DB papers in submission, one ML in prep, all backed by strong LORs. From a totally unknown university in south eastern europe."
"UIUC","(Computer Science, PhD (F16)","Rejected via E-mail on 11 Mar 2016 ","A","11 Mar 2016",""
"University Of Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Other via Other on 10 Mar 2016 ","I","10 Mar 2016","applied for bioinformatics specialization, no news...
Has anyone heard anything? My whole decision will be based on this uni"
"UIUC","Computer Science, Masters (F16)","Other via Other on 10 Mar 2016 ","O","10 Mar 2016","To the poster below,what specialization had you apllied to"
"University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science, Masters (F16)","Accepted via E-mail on 9 Mar 2016 ","I","9 Mar 2016","MS Thesis. Non CS undergrad. No funding."
"Illinois Urbana-Champaign (UIUC)","(Computer Science), Masters (F16)","Other via Other on 9 Mar 2016 ","I","9 Mar 2016","How many here got UIUC Masters in Thesis admits? there seems to be only 3-5 ppl who have posted. Is there any hopes for the rest."
"Illinois At Urbana Champaign (UIUC)","(Computer Science, PhD (F16)","Other via Phone on 8 Mar 2016 ","I","8 Mar 2016","To the people who got admissions to PhD program, anyone heard about fellowships?"
"UIUC","Computer Science, Masters (F16)","Other via Other on 6 Mar 2016 ","O","6 Mar 2016","Are there interviews for MS(thesis) too? Or is it only for those considered for funding"
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Other via Other on 6 Mar 2016 ","I","6 Mar 2016","Any one got any rejects from UIUC for CS PhD? I saw a lot of admits, but no rejects. So should the remaining consider as waitlisted or rejected?"
"Illinois At Urbana Champaign (UIUC)","(Computer Science, Masters (F16)","Interview via E-mail on 4 Mar 2016 ","I","5 Mar 2016","Interviewed by POI. Said the results can be expected next week."
"Illinois At Urbana Champaign (UIUC)","Computer Science, Masters (F16)","Other via Other on 5 Mar 2016 ","O","5 Mar 2016","Anyone admitted to systems track , MS (thesis)."
"UIUC","Computer Science, Masters (F16)","Other via Other on 4 Mar 2016 ","O","4 Mar 2016","Thanks for the reply. TO the UIUC poster below could you please elaborate your profile?"
"UIUC","Computer Science, Masters (F16)","Other via Other on 4 Mar 2016 ","O","4 Mar 2016","To the UIUC poster below: Yes, I'd received an admit for MS CS (thesis) about a week back."
"UIUC","Computer Science, Masters (F16)","Other via Other on 4 Mar 2016 ","O","4 Mar 2016","Did anyone receive an admit for MS CS(thesis)?"
"UIUC","Computer Science, Masters (F16)","Other via Other on 4 Mar 2016 ","O","4 Mar 2016","Thanks for replying. Going by past years trends 16th March is reserved for rejections. Having sent both informal and formal acceptances, I thinks chances of any more acceptances is slim. To the poster below could you please tell your research track."
"UIUC","Computer Science, Masters (F16)","Other via E-mail on 4 Mar 2016 ","A","4 Mar 2016","For UIUC poster below: I got my acceptance mail in Feb 26 informally, March 2 they sent the formal mail of acceptance. They also specified I should respond to their offer by April 15, after that the offer is nullified. Don't know about anybody else's situation."
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science), Masters (F16)","Other via Other on 4 Mar 2016 ","I","4 Mar 2016","To the poster below, I am an applicant to UIUC for MS with Thesis and haven't heard from them yet. I suppose, we will get the results next week. Their website states that results will be out by March 16, 2016 for everyone. All the Best!"
"UIUC","Computer Science, Masters (F16)","Other via Other on 4 Mar 2016 ","O","4 Mar 2016","Its been a week. Any updates on status of MS(thesis) applications"
"UIUC","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 Undergrad GPA: 3.70GRE General (V/Q/W): 158/170/4.00GRE Subject: n/a","I","26 Feb 2016","Accepted with TAship and tuition fee waiver."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 ","I","25 Feb 2016","From LUMS Pakistan. RA offer with POI."
"UIUC","Computer Science, PhD (F16)","Interview via E-mail on 25 Feb 2016 ","I","25 Feb 2016",""
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, Masters (F16)","Accepted via E-mail on 25 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 168/168/4.50GRE Subject: n/a","I","25 Feb 2016","Dream admit! :D
Non-CS undergrad. Research in CS + first author publication in top tier ML conference. Average grades in Non-CS courses. Strong LORs, 1 recommended from UIUC. Accepted with stipend!"
"UIUC","Computer Science, PhD (F16)","Other via Other on 24 Feb 2016 ","O","24 Feb 2016","Has anyone heard anything from UIUC theory group? I have not been contacted till date. Should I expect a rejection ?"
"Illinois At Urbana Champaign (UIUC)","(Computer Science), Masters (F16)","Other via Other on 22 Feb 2016 ","O","22 Feb 2016","Anyone heard anything from them?"
"The University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F16)","Interview via E-mail on 28 Jan 2016 ","I","14 Feb 2016","previously emailed POI and got a reply for an interview
the POI said that I am shortlisted but still no ad/rej till now"
"Illinois At Urbana-Champaign (UIUC)","(Computer Science, PhD (F16)","Accepted via E-mail on 29 Jan 2016 ","I","9 Feb 2016","Accepted after interview"
"The University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F16)","Interview via E-mail on 9 Feb 2016 ","I","9 Feb 2016","Anyone waiting to hear back from UIUC after an interview from a POI ?"
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 25 Jan 2016 ","U","4 Feb 2016","Graduated from UIUC"
"UIUC (University Of Illinois Urbana-Champaign)","Computer Science, PhD (S16)","Accepted via E-mail on 25 Jan 2016 Undergrad GPA: 3.65GRE General (V/Q/W): 149/170/3.00GRE Subject: n/a","I","28 Jan 2016","3 Publications, Strong LORs."
"The University Of Illinois At Urbana-Champaign (UIUC)","(Computer Science, PhD (F16)","Interview via E-mail on 19 Jan 2016 ","I","27 Jan 2016","Had an interview with a POI. Waiting to hear back. Interested in Data Mining."
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, PhD (F16)","Accepted via E-mail on 26 Jan 2016 ","U","27 Jan 2016",""
"UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 27 Jan 2016 Undergrad GPA: 3.97GRE General (V/Q/W): 152/168/3.00GRE Subject: n/a","I","27 Jan 2016","From one of the 3 POIs. Interview 20 days ago."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 26 Jan 2016 Undergrad GPA: 3.71GRE General (V/Q/W): 162/170/4.00GRE Subject: n/a","A","26 Jan 2016",""
"Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F16)","Accepted via E-mail on 25 Jan 2016 ","U","26 Jan 2016","Prof. unofficial email told me admitted, said official will be soon."
"Illinois At Urbana-Champaign (UIUC)","(Computer Science), PhD (F16)","Accepted via E-mail on 26 Jan 2016 Undergrad GPA: 3.93GRE General (V/Q/W): 158/170/4.00GRE Subject: n/a","I","26 Jan 2016","HCI group."
"Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F16)","Interview via E-mail on 25 Jan 2016 ","I","25 Jan 2016","Interviewed last Friday, waiting news"
"University Of Illionois, Urbana-Champaign (UIUC)","(Computer Science), PhD (F16)","Accepted via E-mail on 25 Jan 2016 ","I","25 Jan 2016","Had interview on friday and got offer on Monday"
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 25 Jan 2016 Undergrad GPA: 3.88GRE General (V/Q/W): 154/168/3.50GRE Subject: n/a","I","25 Jan 2016",""
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, PhD (F16)","Accepted via E-mail on 22 Jan 2016 ","I","23 Jan 2016","Unofficial acceptance from a professor who I mentioned in SOP"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F16)","Accepted via E-mail on 21 Jan 2016 Undergrad GPA: 3.80GRE General (V/Q/W): 149/170/3.00GRE Subject: n/a","I","22 Jan 2016","1st AD. So excited. Not listed professor, but still a good one."
"Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F16)","Accepted via E-mail on 12 Jan 2016 ","I","20 Jan 2016","from P.R.China"
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, PhD (F16)","Accepted via E-mail on 13 Jan 2016 Undergrad GPA: 3.75GRE General (V/Q/W): 149/170/3.50GRE Subject: n/a","I","18 Jan 2016",""
"Illinois At Urbana-Champaign (UIUC)","(Computer Science), PhD (F16)","Accepted via E-mail on 12 Jan 2016 ","I","14 Jan 2016","nine publications, two years undergraduate research experience, one year research experience as research assistant"
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science), PhD (F16)","Accepted via E-mail on 12 Jan 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 163/165/5.00GRE Subject: n/a","A","13 Jan 2016","3 Strong LORs, no publications,1+ year of research experience. Funding from professor not listed in SoP."
"The University Of Illinois At Urbana-Champaign  UIUC","(Computer Science, PhD (F16)","Accepted via E-mail on 12 Jan 2016 Undergrad GPA: 3.94GRE General (V/Q/W): 170/151/3.00GRE Subject: n/a","U","13 Jan 2016",""
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 12 Jan 2016 ","I","13 Jan 2016",""
"UIUC (University Of Illinois Urbana-Champaign)","Computer Science, PhD (F16)","Accepted via E-mail on 13 Jan 2016 Undergrad GPA: 3.80GRE General (V/Q/W): 170/165/5.00GRE Subject: n/a","I","13 Jan 2016","No paper, but strong research experience. Very excited! :)"
"Illinois At Urbana-Champaign (UIUC)","(Computer Science), PhD (F16)","Accepted via E-mail on 12 Jan 2016 ","A","12 Jan 2016",""
"UIUC (University Of Illinois Urbana-Champaign)","Computer Science, PhD (F16)","Accepted via E-mail on 11 Jan 2016 Undergrad GPA: 3.81GRE General (V/Q/W): 166/163/4.00GRE Subject: n/a","I","11 Jan 2016","Official acceptance notification."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 9 Jan 2016 ","I","11 Jan 2016","Notified by the professor. Official notification on the way."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 11 Jan 2016 ","I","11 Jan 2016","Accepted to the CS PhD program with full funding! Got an email from a professor I wanted to work with, the official email will take time. 1 Workshop paper at top 2 ML conference, had 1 conference paper in submission (top conference) at the time of applying. GPA ~9 from one of the top IITs. Strong LORs."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F16)","Accepted via E-mail on 9 Jan 2016 Undergrad GPA: 3.98GRE General (V/Q/W): 164/167/4.00GRE Subject: n/a","A","9 Jan 2016","Received a personal email from one of the professors I mentioned in my statement of purpose. He said that I was was admitted, but that the official notification from the university would take a few more weeks."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, Masters (F15)","Rejected via Website on 27 Jan 2015 Undergrad GPA: 3.20GRE General (V/Q/W): 152/155/2.50GRE Subject: n/a","I","27 Aug 2015",""
"UIUC","Computer Science MCS, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","2 Apr 2015","Is it even possible for an 'I' student from India to get into top universities without publications. I have heard from my under-grad mates who are graduating currently that students from other countries have it pretty easy during admission process because of the cultural diversity BS that univ check. They get admitted with super-low GRE, low GPA, no publ and weak SOP, and here you need to get all 4 or your application is going in trash."
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 20 Mar 2015 Undergrad GPA: 3.60GRE General (V/Q/W): 160/166/4.50GRE Subject: n/a","I","24 Mar 2015","B.Tech in CS, MBA in HR from top private college in India
1.5 years work-ex
2 patent applications in Database optimization"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 152/167/3.00GRE Subject: n/a","I","23 Mar 2015","Applied for MCS. GPA - 8.3/10.0, 4 Years of Relevant Experience"
"UIUC","Computer Science, PhD (F15)","Other via Other on 20 Mar 2015 ","I","20 Mar 2015","Anyone still on the waiting list? Anyone knows when will the final decisions for PhD applicants come out?"
"UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 18 Mar 2015 ","I","19 Mar 2015",""
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 19 Mar 2015 ","I","19 Mar 2015",""
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.60GRE General (V/Q/W): 160/169/4.00GRE Subject: n/a","I","19 Mar 2015","Applied for MCS program. 4 years experience at an MNC, 5 research publications, decent acads, awesome LORs. Not sure what went wrong..."
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 163/170/3.50GRE Subject: n/a","O","17 Mar 2015",""
"UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 16 Mar 2015 ","I","17 Mar 2015","Suck it UIUC.. I am going to TTIC anyways"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","17 Mar 2015","Long shot."
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 17 Mar 2015 Undergrad GPA: 3.60GRE General (V/Q/W): 154/162/4.00GRE Subject: n/a","I","17 Mar 2015","3 research projects, 2 published papers, work experience with a leading tech company where I have 2 papers and 2 patents under review.
Wasn't sure, just gave it a shot."
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"UIUC","Computer Science, Masters (F15)","Accepted via E-mail on 17 Mar 2015 Undergrad GPA: 3.68GRE General (V/Q/W): 157/164/4.00GRE Subject: n/a","U","17 Mar 2015","PURE research in computer vision(only one semester),HKN honors society,As in most technical electives, interest in cyber physical systems and computer vision,no conference papers, no internship experience, challenging coursework in ECE from uiuc."
"UIUC","Computer Science (M.S.), Masters (F15)","Accepted via E-mail on 16 Mar 2015 Undergrad GPA: 3.50GRE General (V/Q/W): 160/170/0.00GRE Subject: n/a","I","16 Mar 2015","Did anyone get any support (T.A./R.A.) from the department?"
